Date,Series,Venue,Toss_Winner,Toss_Decision,1st_Inn_Runs,1st_Inn_Wkts,2nd_Inn_Runs,2nd_Inn_Wkts,3rd_Inn_Runs,3rd_Inn_Wkts,4th_Inn_Runs,4th_Inn_Wkts,Result,POM,Format,Search_Field,Toss_Enc,Venue_Enc
25/07/10,SL v BAN,Pallekele Stadium,Sri Lanka,Bowl,152,8,153,3,0,0,0,0,SL (7 wkts),Maheesh Theekshana,T20,SL V BAN SRI LANKA SL (7 WKTS),21,86
25/07/13,SL v BAN,Rangiri Dambulla Stadium,Bangladesh,Bat,198,4,115,10,0,0,0,0,BAN (83 runs),Towhid Hridoy,T20,SL V BAN BANGLADESH BAN (83 RUNS),2,99
25/07/16,SL v BAN,R. Premadasa Stadium,Sri Lanka,Bowl,165,7,166,2,0,0,0,0,BAN (8 wkts),Litton Das,T20,SL V BAN SRI LANKA BAN (8 WKTS),21,94
25/09/03,ZIM v SL,Harare Sports Club,Sri Lanka,Bowl,155,8,156,6,0,0,0,0,SL (4 wkts),Wanindu Hasaranga,T20,ZIM V SL SRI LANKA SL (4 WKTS),21,46
25/09/06,ZIM v SL,Harare Sports Club,Zimbabwe,Bowl,148,9,149,5,0,0,0,0,ZIM (5 wkts),Sikandar Raza,T20,ZIM V SL ZIMBABWE ZIM (5 WKTS),26,46
25/09/07,ZIM v SL,Harare Sports Club,Sri Lanka,Bowl,124,10,125,2,0,0,0,0,SL (8 wkts),Matheesha Pathirana,T20,ZIM V SL SRI LANKA SL (8 WKTS),21,46
25/09/13,Asia Cup (BAN),Sheikh Zayed Stadium,Sri Lanka,Bowl,152,9,153,4,0,0,0,0,SL (6 wkts),Kamil Mishara,T20,ASIA CUP (BAN) SRI LANKA SL (6 WKTS),21,114
25/09/15,Asia Cup (HK),Dubai Intl Stadium,Hong Kong,Bat,143,7,144,6,0,0,0,0,SL (4 wkts),Pathum Nissanka,T20,ASIA CUP (HK) HONG KONG SL (4 WKTS),5,31
25/09/18,Asia Cup (AFG),Sheikh Zayed Stadium,Sri Lanka,Bowl,158,8,159,4,0,0,0,0,SL (6 wkts),Kusal Mendis,T20,ASIA CUP (AFG) SRI LANKA SL (6 WKTS),21,114
25/09/20,Asia Cup (BAN),Dubai Intl Stadium,Bangladesh,Bat,168,6,164,8,0,0,0,0,BAN (4 wkts),Saif Hassan,T20,ASIA CUP (BAN) BANGLADESH BAN (4 WKTS),2,31
25/09/23,Asia Cup (PAK),Sheikh Zayed Stadium,Sri Lanka,Bat,161,7,162,5,0,0,0,0,PAK (5 wkts),Hussain Talat,T20,ASIA CUP (PAK) SRI LANKA PAK (5 WKTS),21,114
25/09/26,Asia Cup (IND),Dubai Intl Stadium,India,Bowl,172,8,172,7,0,0,0,0,IND (Super Over),Pathum Nissanka,T20,ASIA CUP (IND) INDIA IND (SUPER OVER),6,31
25/11/20,Tri-Series (ZIM),Rawalpindi Stadium,Zimbabwe,Bat,185,5,118,10,0,0,0,0,ZIM (67 runs),Ryan Burl,T20,TRI-SERIES (ZIM) ZIMBABWE ZIM (67 RUNS),26,101
25/11/22,Tri-Series (PAK),Rawalpindi Stadium,Sri Lanka,Bat,159,9,160,3,0,0,0,0,PAK (7 wkts),Shaheen Afridi,T20,TRI-SERIES (PAK) SRI LANKA PAK (7 WKTS),21,101
25/11/25,Tri-Series (ZIM),Rawalpindi Stadium,Sri Lanka,Bowl,132,9,133,1,0,0,0,0,SL (9 wkts),Maheesh Theekshana,T20,TRI-SERIES (ZIM) SRI LANKA SL (9 WKTS),21,101
25/11/27,Tri-Series (PAK),Rawalpindi Stadium,Sri Lanka,Bat,162,6,156,9,0,0,0,0,SL (6 runs),Wanindu Hasaranga,T20,TRI-SERIES (PAK) SRI LANKA SL (6 RUNS),21,101
25/11/29,Tri-Series Final,Rawalpindi Stadium,Pakistan,Bowl,155,8,156,4,0,0,0,0,PAK (6 wkts),Mohammad Rizwan,T20,TRI-SERIES FINAL PAKISTAN PAK (6 WKTS),15,101
26/01/07,SL v PAK,Rangiri Dambulla,Pakistan,Bowl,148,8,149,4,0,0,0,0,PAK (6 wkts),Haris Rauf,T20,SL V PAK PAKISTAN PAK (6 WKTS),15,97
26/01/11,SL v PAK,Rangiri Dambulla,Sri Lanka,Bat,172,5,158,9,0,0,0,0,SL (14 runs),Pathum Nissanka,T20,SL V PAK SRI LANKA SL (14 RUNS),21,97
26/01/30,SL v ENG,Pallekele Stadium,England,Bowl,164,8,175,5,0,0,0,0,ENG (11 runs*),Phil Salt,T20,SL V ENG ENGLAND ENG (11 RUNS*),4,86
26/02/01,SL v ENG,Pallekele Stadium,Sri Lanka,Bat,155,9,156,4,0,0,0,0,ENG (6 wkts),Jos Buttler,T20,SL V ENG SRI LANKA ENG (6 WKTS),21,86
26/02/03,SL v ENG,Pallekele Stadium,England,Bowl,158,7,146,10,0,0,0,0,ENG (12 runs),Jofra Archer,T20,SL V ENG ENGLAND ENG (12 RUNS),4,86
26/02/08,T20 WC (IRE),R. Premadasa Stadium,Sri Lanka,Bat,162,7,142,9,0,0,0,0,SL (20 runs),Kamindu Mendis,T20,T20 WC (IRE) SRI LANKA SL (20 RUNS),21,94
26/02/12,T20 WC (OMA),Pallekele Stadium,Oman,Bowl,225,3,120,9,0,0,0,0,SL (105 runs),Pavan Rathnayake,T20,T20 WC (OMA) OMAN SL (105 RUNS),14,86
26/02/16,T20 WC (AUS),Pallekele Stadium,Sri Lanka,Bowl,181,10,184,2,0,0,0,0,SL (8 wkts),Pathum Nissanka,T20,T20 WC (AUS) SRI LANKA SL (8 WKTS),21,86
26/02/19,T20 WC Super 8 (ZIM),R. Premadasa Stadium,Zimbabwe,Bowl,178,7,182,4,0,0,0,0,ZIM (6 wkts),Sikandar Raza,T20,T20 WC SUPER 8 (ZIM) ZIMBABWE ZIM (6 WKTS),26,94
26/02/22,T20 WC Super 8 (ENG),Pallekele Stadium,England,Bat,146,9,95,10,0,0,0,0,ENG (51 runs),Will Jacks,T20,T20 WC SUPER 8 (ENG) ENGLAND ENG (51 RUNS),4,86
26/02/25,T20 WC Super 8 (NZ),R. Premadasa Stadium,New Zealand,Bat,168,7,107,8,0,0,0,0,NZ (61 runs),Rachin Ravindra,T20,T20 WC SUPER 8 (NZ) NEW ZEALAND NZ (61 RUNS),13,94
26/02/28,T20 WC Super 8 (PAK),Pallekele Stadium,Pakistan,Bat,212,8,207,6,0,0,0,0,PAK (5 runs),Sahibzada Farhan,T20,T20 WC SUPER 8 (PAK) PAKISTAN PAK (5 RUNS),15,86
26/06/12,SL v WI,Sabina Park,Sri Lanka,Bat,147,9,149,3,0,0,0,0,WI (7 wkts),Jason Holder,T20,SL V WI SRI LANKA WI (7 WKTS),7,147
26/06/14,SL v WI,Sabina Park,West Indies,Bowl,194,6,157,10,0,0,0,0,SL (37 runs),Dasun Shanaka,T20,SL V WI WEST INDIES SL (37 RUNS),7,146
26/06/15,SL v WI,Sabina Park,West Indies,Bowl,169,10,170,5,0,0,0,0,WI (5 wkts),Shamar Joseph,T20,SL V WI WEST INDIES SL (5 WKTS),7,146

24/02/09,AUS v WI,Bellerive Oval,West Indies,Bowl,213,7,202,8,0,0,0,0,AUS (11 runs),Adam Zampa,T20,AUS V WI WEST INDIES AUS (11 RUNS),25,12
24/02/11,AUS v WI,Adelaide Oval,West Indies,Bowl,241,4,207,9,0,0,0,0,AUS (34 runs),Glenn Maxwell,T20,AUS V WI WEST INDIES AUS (34 RUNS),25,2
24/02/13,AUS v WI,Perth Stadium,West Indies,Bat,220,6,183,5,0,0,0,0,WI (37 runs),Andre Russell,T20,AUS V WI WEST INDIES WI (37 RUNS),25,87
24/05/23,WI v SA,Sabina Park,South Africa,Bowl,175,8,147,10,0,0,0,0,WI (28 runs),Brandon King,T20,WI V SA SOUTH AFRICA WI (28 RUNS),20,105
24/05/25,WI v SA,Sabina Park,South Africa,Bowl,207,7,191,7,0,0,0,0,WI (16 runs),Roston Chase,T20,WI V SA SOUTH AFRICA WI (16 RUNS),20,105
24/05/26,WI v SA,Sabina Park,West Indies,Bowl,163,7,165,2,0,0,0,0,WI (8 wkts),Johnson Charles,T20,WI V SA WEST INDIES WI (8 WKTS),25,105
24/06/02,T20 WC (PNG),Providence Stadium,West Indies,Bowl,136,8,137,5,0,0,0,0,WI (5 wkts),Roston Chase,T20,T20 WC (PNG) WEST INDIES WI (5 WKTS),25,89
24/06/08,T20 WC (UGA),Providence Stadium,West Indies,Bat,173,5,39,10,0,0,0,0,WI (134 runs),Akeal Hosein,T20,T20 WC (UGA) WEST INDIES WI (134 RUNS),25,89
24/06/12,T20 WC (NZ),Brian Lara Stadium,New Zealand,Bowl,149,9,136,9,0,0,0,0,WI (13 runs),Sherfane Rutherford,T20,T20 WC (NZ) NEW ZEALAND WI (13 RUNS),13,16
24/06/17,T20 WC (AFG),Daren Sammy Stadium,Afghanistan,Bowl,218,5,114,10,0,0,0,0,WI (104 runs),Nicholas Pooran,T20,T20 WC (AFG) AFGHANISTAN WI (104 RUNS),0,27
24/06/19,T20 WC (ENG),Daren Sammy Stadium,England,Bowl,180,4,181,2,0,0,0,0,ENG (8 wkts),Phil Salt,T20,T20 WC (ENG) ENGLAND ENG (8 WKTS),4,27
24/06/21,T20 WC (USA),Kensington Oval,West Indies,Bowl,128,10,130,1,0,0,0,0,WI (9 wkts),Shai Hope,T20,T20 WC (USA) WEST INDIES WI (9 WKTS),25,55
24/06/23,T20 WC (SA),Sir Vivian Richards,South Africa,Bowl,135,8,124,7,0,0,0,0,SA (3 wkts*),Tabraiz Shamsi,T20,T20 WC (SA) SOUTH AFRICA SA (3 WKTS*),20,121
24/08/23,WI v SA,Brian Lara Stadium,West Indies,Bowl,174,7,176,3,0,0,0,0,WI (7 wkts),Nicholas Pooran,T20,WI V SA WEST INDIES WI (7 WKTS),25,16
24/08/25,WI v SA,Brian Lara Stadium,South Africa,Bowl,179,6,149,10,0,0,0,0,WI (30 runs),Romario Shepherd,T20,WI V SA SOUTH AFRICA WI (30 RUNS),20,16
24/08/27,WI v SA,Brian Lara Stadium,West Indies,Bowl,108,4,116,2,0,0,0,0,WI (8 wkts),Romario Shepherd,T20,WI V SA WEST INDIES WI (8 WKTS),25,16
24/10/13,SL v WI,Rangiri Dambulla,West Indies,Bowl,179,7,180,5,0,0,0,0,WI (5 wkts),Brandon King,T20,SL V WI WEST INDIES WI (5 WKTS),25,97
24/10/15,SL v WI,Rangiri Dambulla,Sri Lanka,Bat,162,5,89,10,0,0,0,0,SL (73 runs),Pathum Nissanka,T20,SL V WI SRI LANKA SL (73 RUNS),21,97
24/10/17,SL v WI,Rangiri Dambulla,West Indies,Bat,162,8,166,1,0,0,0,0,SL (9 wkts),Kusal Mendis,T20,SL V WI WEST INDIES SL (9 WKTS),25,97
24/11/09,WI v ENG,Kensington Oval,West Indies,Bowl,182,9,183,2,0,0,0,0,ENG (8 wkts),Phil Salt,T20,WI V ENG WEST INDIES ENG (8 WKTS),25,55
24/11/10,WI v ENG,Kensington Oval,England,Bowl,158,8,161,3,0,0,0,0,ENG (7 wkts),Jos Buttler,T20,WI V ENG ENGLAND ENG (7 WKTS),4,55
24/11/14,WI v ENG,Daren Sammy Stadium,West Indies,Bowl,145,8,149,7,0,0,0,0,ENG (3 wkts),Saqib Mahmood,T20,WI V ENG WEST INDIES ENG (3 WKTS),25,27
24/11/16,WI v ENG,Daren Sammy Stadium,West Indies,Bowl,218,5,221,5,0,0,0,0,WI (5 wkts),Evin Lewis,T20,WI V ENG WEST INDIES WI (5 WKTS),25,27
24/11/17,WI v ENG,Daren Sammy Stadium,England,Bowl,44,0,0,0,0,0,0,0,No Result,,T20,WI V ENG ENGLAND NO RESULT,4,27
24/12/15,BAN v WI,Arnos Vale Ground,West Indies,Bowl,152,7,145,9,0,0,0,0,BAN (7 runs),Rishad Hossain,T20,BAN V WI WEST INDIES BAN (7 RUNS),25,3
24/12/17,BAN v WI,Arnos Vale Ground,Bangladesh,Bat,168,6,141,10,0,0,0,0,BAN (27 runs),Taskin Ahmed,T20,BAN V WI BANGLADESH BAN (27 RUNS),2,3
24/12/19,BAN v WI,Arnos Vale Ground,West Indies,Bowl,192,5,112,10,0,0,0,0,BAN (80 runs),Towhid Hridoy,T20,BAN V WI WEST INDIES BAN (80 RUNS),25,3
25/06/06,ENG v WI,Riverside Ground,England,Bat,188,6,167,8,0,0,0,0,ENG (21 runs),Will Jacks,T20,ENG V WI ENGLAND ENG (21 RUNS),4,102
25/06/08,ENG v WI,County Ground,West Indies,Bat,164,7,168,6,0,0,0,0,ENG (4 wkts),Harry Brook,T20,ENG V WI WEST INDIES ENG (4 WKTS),25,24
25/06/10,ENG v WI,The Rose Bowl,England,Bat,202,5,165,9,0,0,0,0,ENG (37 runs),Liam Livingstone,T20,ENG V WI ENGLAND ENG (37 RUNS),4,132
25/06/15,IRE v WI,Bready Cricket Club,Ireland,Bowl,210,4,148,10,0,0,0,0,WI (62 runs),Sherfane Rutherford,T20,IRE V WI IRELAND WI (62 RUNS),7,15
25/07/20,WI v AUS,Sabina Park,West Indies,Bat,158,8,159,7,0,0,0,0,AUS (3 wkts),Mitchell Marsh,T20,WI V AUS WEST INDIES AUS (3 WKTS),25,105
25/07/22,WI v AUS,Sabina Park,Australia,Bowl,142,9,146,2,0,0,0,0,AUS (8 wkts),Travis Head,T20,WI V AUS AUSTRALIA AUS (8 WKTS),1,105
25/07/25,WI v AUS,Warner Park,West Indies,Bat,161,7,162,4,0,0,0,0,AUS (6 wkts),Glenn Maxwell,T20,WI V AUS WEST INDIES AUS (6 WKTS),25,142
25/07/26,WI v AUS,Warner Park,Australia,Bowl,152,8,153,7,0,0,0,0,AUS (3 wkts),Adam Zampa,T20,WI V AUS AUSTRALIA AUS (3 WKTS),1,142
25/07/28,WI v AUS,Warner Park,West Indies,Bat,168,6,169,7,0,0,0,0,AUS (3 wkts),Marcus Stoinis,T20,WI V AUS WEST INDIES AUS (3 WKTS),25,142
25/07/31,PAK v WI,Central Broward Park,Pakistan,Bat,172,6,158,8,0,0,0,0,PAK (14 runs),Shadab Khan,T20,PAK V WI PAKISTAN PAK (14 RUNS),15,21
25/08/02,PAK v WI,Central Broward Park,West Indies,Bowl,168,7,169,8,0,0,0,0,WI (2 wkts),Jason Holder,T20,PAK V WI WEST INDIES WI (2 WKTS),25,21
25/08/03,PAK v WI,Central Broward Park,Pakistan,Bat,159,8,146,9,0,0,0,0,PAK (13 runs),Naseem Shah,T20,PAK V WI PAKISTAN PAK (13 RUNS),15,21
25/09/27,Tri-Series (NEP),Sharjah Stadium,Nepal,Bat,148,8,129,10,0,0,0,0,NEP (19 runs),Sandeep Lamichhane,T20,TRI-SERIES (NEP) NEPAL NEP (19 RUNS),11,113
25/09/29,Tri-Series (NEP),Sharjah Stadium,Nepal,Bat,195,4,105,10,0,0,0,0,NEP (90 runs),Dipendra Singh Airee,T20,TRI-SERIES (NEP) NEPAL NEP (90 RUNS),11,113
25/09/30,Tri-Series (NEP),Sharjah Stadium,West Indies,Bowl,88,10,92,0,0,0,0,0,WI (10 wkts),Gudakesh Motie,T20,TRI-SERIES (NEP) WEST INDIES WI (10 WKTS),25,113
25/10/27,BAN v WI,B.S.F.L.M. Rahman,West Indies,Bat,174,6,158,8,0,0,0,0,WI (16 runs),Brandon King,T20,BAN V WI WEST INDIES WI (16 RUNS),25,5
25/10/29,BAN v WI,B.S.F.L.M. Rahman,Bangladesh,Bowl,162,7,148,9,0,0,0,0,WI (14 runs),Shai Hope,T20,BAN V WI BANGLADESH WI (14 RUNS),2,5
25/10/31,BAN v WI,B.S.F.L.M. Rahman,Bangladesh,Bat,155,9,156,5,0,0,0,0,WI (5 wkts),Shimron Hetmyer,T20,BAN V WI BANGLADESH WI (5 WKTS),2,5
25/11/05,NZ v WI,Eden Park,West Indies,Bat,164,7,157,9,0,0,0,0,WI (7 runs),Finn Allen,T20,NZ V WI WEST INDIES WI (7 RUNS),25,33
25/11/06,NZ v WI,Eden Park,New Zealand,Bat,161,8,158,8,0,0,0,0,NZ (3 runs),Lockie Ferguson,T20,NZ V WI NEW ZEALAND NZ (3 RUNS),13,33
25/11/09,NZ v WI,Saxton Oval,West Indies,Bowl,178,6,187,4,0,0,0,0,NZ (9 runs),Finn Allen,T20,NZ V WI WEST INDIES NZ (9 RUNS),25,108
25/11/10,NZ v WI,Saxton Oval,New Zealand,Bowl,45,3,0,0,0,0,0,0,No Result,,T20,NZ V WI NEW ZEALAND NO RESULT,13,108
25/11/13,NZ v WI,University Oval,West Indies,Bat,142,9,145,2,0,0,0,0,NZ (8 wkts),Rachin Ravindra,T20,NZ V WI WEST INDIES NZ (8 WKTS),25,137
26/01/19,Tri-Series (AFG),Dubai Intl Stadium,Afghanistan,Bat,188,5,150,10,0,0,0,0,AFG (38 runs),Rahmanullah Gurbaz,T20,TRI-SERIES (AFG) AFGHANISTAN AFG (38 RUNS),0,31
26/01/21,Tri-Series (AFG),Dubai Intl Stadium,Afghanistan,Bat,179,6,140,10,0,0,0,0,AFG (39 runs),Rashid Khan,T20,TRI-SERIES (AFG) AFGHANISTAN AFG (39 RUNS),0,31
26/01/22,Tri-Series (AFG),Dubai Intl Stadium,West Indies,Bat,165,7,150,9,0,0,0,0,WI (15 runs),Rovman Powell,T20,TRI-SERIES (AFG) WEST INDIES WI (15 RUNS),25,31
26/01/27,SA v WI,Boland Park,South Africa,Bowl,128,9,129,1,0,0,0,0,SA (9 wkts),Kagiso Rabada,T20,SA V WI SOUTH AFRICA SA (9 WKTS),20,14
26/01/29,SA v WI,SuperSport Park,South Africa,Bowl,155,8,156,3,0,0,0,0,SA (7 wkts),David Miller,T20,SA V WI SOUTH AFRICA SA (7 WKTS),20,127
26/01/31,SA v WI,Wanderers Stadium,West Indies,Bat,182,6,176,8,0,0,0,0,WI (6 runs),Aiden Markram,T20,SA V WI WEST INDIES WI (6 RUNS),25,140
26/02/07,T20 WC (SCO),Eden Gardens,West Indies,Bat,172,5,137,10,0,0,0,0,WI (35 runs),Shimron Hetmyer,T20,T20 WC (SCO) WEST INDIES WI (35 RUNS),25,32
26/02/11,T20 WC (ENG),Wankhede Stadium,West Indies,Bat,196,6,166,10,0,0,0,0,WI (30 runs),Sherfane Rutherford,T20,T20 WC (ENG) WEST INDIES WI (30 RUNS),25,141
26/02/15,T20 WC (NEP),Wankhede Stadium,Nepal,Bowl,133,8,134,1,0,0,0,0,WI (9 wkts),Jason Holder,T20,T20 WC (NEP) NEPAL WI (9 WKTS),11,141
26/02/19,T20 WC (ITA),Eden Gardens,West Indies,Bat,165,6,123,9,0,0,0,0,WI (42 runs),Shai Hope,T20,T20 WC (ITA) WEST INDIES WI (42 RUNS),25,32
26/02/23,T20 WC Super 8 (ZIM),Wankhede Stadium,West Indies,Bat,254,3,147,10,0,0,0,0,WI (107 runs),Shimron Hetmyer,T20,T20 WC SUPER 8 (ZIM) WEST INDIES WI (107 RUNS),25,141
26/02/26,T20 WC Super 8 (SA),Narendra Modi Stadium,West Indies,Bat,176,8,177,1,0,0,0,0,SA (9 wkts),Aiden Markram,T20,T20 WC SUPER 8 (SA) WEST INDIES SA (9 WKTS),25,73
26/03/01,T20 WC Super 8 (IND),Eden Gardens,India,Bowl,195,4,199,5,0,0,0,0,IND (5 wkts),Sanju Samson,T20,T20 WC SUPER 8 (IND) INDIA IND (5 WKTS),6,32
26/06/12,SL v WI,Sabina Park,Sri Lanka,Bat,147,9,149,3,0,0,0,0,WI (7 wkts),Jason Holder,T20,SL V WI SRI LANKA WI (7 WKTS),7,147
26/06/14,SL v WI,Sabina Park,West Indies,Bowl,194,6,157,10,0,0,0,0,SL (37 runs),Dasun Shanaka,T20,SL V WI WEST INDIES SL (37 RUNS),7,146
26/06/15,SL v WI,Sabina Park,West Indies,Bowl,169,10,170,5,0,0,0,0,WI (5 wkts),Shamar Joseph,T20,SL V WI WEST INDIES SL (5 WKTS),7,146

24/01/14,SL v ZIM,R. Premadasa Stadium,Sri Lanka,Bowl,143,5,144,7,0,0,0,0,SL (3 wkts),Angelo Mathews,T20,SL V ZIM SRI LANKA SL (3 WKTS),21,94
24/01/16,SL v ZIM,R. Premadasa Stadium,Zimbabwe,Bowl,173,6,174,6,0,0,0,0,ZIM (4 wkts),Luke Jongwe,T20,SL V ZIM ZIMBABWE ZIM (4 WKTS),26,94
24/01/18,SL v ZIM,R. Premadasa Stadium,Sri Lanka,Bowl,82,10,88,1,0,0,0,0,SL (9 wkts),Wanindu Hasaranga,T20,SL V ZIM SRI LANKA SL (9 WKTS),21,94
24/05/03,BAN v ZIM,Zahur Ahmed Stadium,Bangladesh,Bowl,124,10,126,2,0,0,0,0,BAN (8 wkts),Tanzid Hasan,T20,BAN V ZIM BANGLADESH BAN (8 WKTS),2,146
24/05/05,BAN v ZIM,Zahur Ahmed Stadium,Bangladesh,Bowl,138,7,142,4,0,0,0,0,BAN (6 wkts),Mahmudullah,T20,BAN V ZIM BANGLADESH BAN (6 WKTS),2,146
24/05/08,BAN v ZIM,Zahur Ahmed Stadium,Zimbabwe,Bowl,165,5,156,9,0,0,0,0,BAN (9 runs),Towhid Hridoy,T20,BAN V ZIM ZIMBABWE BAN (9 RUNS),26,146
24/05/10,BAN v ZIM,Shere Bangla Stadium,Zimbabwe,Bowl,143,10,138,10,0,0,0,0,BAN (5 runs),Mustafizur Rahman,T20,BAN V ZIM ZIMBABWE BAN (5 RUNS),26,117
24/05/12,BAN v ZIM,Shere Bangla Stadium,Zimbabwe,Bowl,157,6,158,2,0,0,0,0,ZIM (8 wkts),Brian Bennett,T20,BAN V ZIM ZIMBABWE ZIM (8 WKTS),26,117
24/07/06,ZIM v IND,Harare Sports Club,India,Bowl,115,9,102,10,0,0,0,0,ZIM (13 runs),Sikandar Raza,T20,ZIM V IND INDIA ZIM (13 RUNS),6,46
24/07/07,ZIM v IND,Harare Sports Club,Zimbabwe,Bowl,234,2,134,10,0,0,0,0,IND (100 runs),Abhishek Sharma,T20,ZIM V IND ZIMBABWE IND (100 RUNS),26,46
24/07/10,ZIM v IND,Harare Sports Club,India,Bat,182,4,159,6,0,0,0,0,IND (23 runs),Ruturaj Gaikwad,T20,ZIM V IND INDIA IND (23 RUNS),6,46
24/07/13,ZIM v IND,Harare Sports Club,India,Bowl,152,7,156,0,0,0,0,0,IND (10 wkts),Yashasvi Jaiswal,T20,ZIM V IND INDIA IND (10 WKTS),6,46
24/07/14,ZIM v IND,Harare Sports Club,Zimbabwe,Bowl,167,6,125,10,0,0,0,0,IND (42 runs),Shivam Dube,T20,ZIM V IND ZIMBABWE IND (42 RUNS),26,46
24/10/19,WC Qual (SEY),Gymkhana Club,Seychelles,Bowl,286,5,210,10,0,0,0,0,ZIM (76 runs),Brian Bennett,T20,WC QUAL (SEY) SEYCHELLES ZIM (76 RUNS),19,43
24/10/20,WC Qual (MOZ),Gymkhana Club,Zimbabwe,Bowl,56,10,58,1,0,0,0,0,ZIM (9 wkts),Richard Ngarava,T20,WC QUAL (MOZ) ZIMBABWE ZIM (9 WKTS),26,43
24/10/22,WC Qual (RWA),Ruaraka Sports Club,Rwanda,Bowl,240,8,91,10,0,0,0,0,ZIM (149 runs),Dion Myers,T20,WC QUAL (RWA) RWANDA ZIM (149 RUNS),17,103
24/10/23,WC Qual (GAM),Ruaraka Sports Club,Zimbabwe,Bat,344,4,54,10,0,0,0,0,ZIM (290 runs),Sikandar Raza,T20,WC QUAL (GAM) ZIMBABWE ZIM (290 RUNS),26,103
24/10/24,WC Qual (KEN),Gymkhana Club,Kenya,Bowl,163,7,102,10,0,0,0,0,ZIM (61 runs),Sikandar Raza,T20,WC QUAL (KEN) KENYA ZIM (61 RUNS),9,43
24/12/01,ZIM v PAK,Queens Sports Club,Pakistan,Bat,165,4,108,10,0,0,0,0,PAK (57 runs),Usman Khan,T20,ZIM V PAK PAKISTAN PAK (57 RUNS),15,91
24/12/03,ZIM v PAK,Queens Sports Club,Pakistan,Bowl,57,10,61,0,0,0,0,0,PAK (10 wkts),Abrar Ahmed,T20,ZIM V PAK PAKISTAN PAK (10 WKTS),15,91
24/12/05,ZIM v PAK,Queens Sports Club,Zimbabwe,Bowl,132,7,133,8,0,0,0,0,ZIM (2 wkts),Blessing Muzarabani,T20,ZIM V PAK ZIMBABWE ZIM (2 WKTS),26,91
24/12/11,ZIM v AFG,Harare Sports Club,Zimbabwe,Bowl,148,7,152,6,0,0,0,0,ZIM (4 wkts),Sikandar Raza,T20,ZIM V AFG ZIMBABWE ZIM (4 WKTS),26,46
24/12/13,ZIM v AFG,Harare Sports Club,Afghanistan,Bat,182,6,132,10,0,0,0,0,AFG (50 runs),Rashid Khan,T20,ZIM V AFG AFGHANISTAN AFG (50 RUNS),0,46
24/12/14,ZIM v AFG,Harare Sports Club,Zimbabwe,Bat,155,8,156,7,0,0,0,0,AFG (3 wkts),Mohammad Nabi,T20,ZIM V AFG ZIMBABWE AFG (3 WKTS),26,46
25/02/22,ZIM v IRE,Harare Sports Club,Zimbabwe,Bowl,32,1,0,0,0,0,0,0,No Result,,T20,ZIM V IRE ZIMBABWE NO RESULT,26,46
25/02/23,ZIM v IRE,Harare Sports Club,Ireland,Bat,162,7,163,7,0,0,0,0,ZIM (3 wkts),Ryan Burl,T20,ZIM V IRE IRELAND ZIM (3 WKTS),7,46
25/02/25,ZIM v IRE,Harare Sports Club,Zimbabwe,Bowl,45,2,0,0,0,0,0,0,No Result,,T20,ZIM V IRE ZIMBABWE NO RESULT,26,46
25/07/14,Tri-Series (SA),Harare Sports Club,Zimbabwe,Bat,152,8,153,5,0,0,0,0,SA (5 wkts),Aiden Markram,T20,TRI-SERIES (SA) ZIMBABWE SA (5 WKTS),26,46
25/07/18,Tri-Series (NZ),Harare Sports Club,Zimbabwe,Bat,134,10,135,2,0,0,0,0,NZ (8 wkts),Ish Sodhi,T20,TRI-SERIES (NZ) ZIMBABWE NZ (8 WKTS),26,46
25/07/20,Tri-Series (SA),Harare Sports Club,South Africa,Bowl,142,9,143,3,0,0,0,0,SA (7 wkts),Gerald Coetzee,T20,TRI-SERIES (SA) SOUTH AFRICA SA (7 WKTS),20,46
25/07/24,Tri-Series (NZ),Harare Sports Club,Zimbabwe,Bowl,194,5,134,10,0,0,0,0,NZ (60 runs),Rachin Ravindra,T20,TRI-SERIES (NZ) ZIMBABWE NZ (60 RUNS),26,46
25/09/03,ZIM v SL,Harare Sports Club,Sri Lanka,Bowl,155,8,156,6,0,0,0,0,SL (4 wkts),Wanindu Hasaranga,T20,ZIM V SL SRI LANKA SL (4 WKTS),21,46
25/09/06,ZIM v SL,Harare Sports Club,Zimbabwe,Bowl,148,9,149,5,0,0,0,0,ZIM (5 wkts),Sikandar Raza,T20,ZIM V SL ZIMBABWE ZIM (5 WKTS),26,46
25/09/07,ZIM v SL,Harare Sports Club,Sri Lanka,Bowl,124,10,125,2,0,0,0,0,SL (8 wkts),Matheesha Pathirana,T20,ZIM V SL SRI LANKA SL (8 WKTS),21,46
25/09/15,ZIM v NAM,Queens Sports Club,Zimbabwe,Bat,178,4,145,9,0,0,0,0,ZIM (33 runs),Dion Myers,T20,ZIM V NAM ZIMBABWE ZIM (33 RUNS),26,91
25/09/16,ZIM v NAM,Queens Sports Club,Namibia,Bat,152,7,153,5,0,0,0,0,ZIM (5 wkts),Richard Ngarava,T20,ZIM V NAM NAMIBIA ZIM (5 WKTS),10,91
25/09/18,ZIM v NAM,Queens Sports Club,Namibia,Bowl,135,8,163,4,0,0,0,0,NAM (28 runs),David Wiese,T20,ZIM V NAM NAMIBIA NAM (28 RUNS),10,91
